MMS Id,Linked to NZ,Title,ISBN,ISSN,Linked to CZ
990018864820205516,No,Cahier d'exercices,2190334728,,No
990018865100205516,No,,,,No
990018865160205516,No,,2190334802; 9782190334806,,No
990018873950205516,No,,,,No
990018873970205516,No,,,,No
990018882060205516,No,,,,No
990018882120205516,No,,,,No
990018882140205516,No,,,,No
990018882290205516,No,,,,No
990018895110205516,No,Design,0878147179; 9780878147175,,No
990018895170205516,No,Operations,0878147160; 9780878147168,,No
990018896390205516,No,,,,No
990018897590205516,No,,9056620630; 9789056620639,,No
990018897610205516,No,,9056620622; 9789056620622,,No
990018900250205516,No,,,,No
990018911820205516,No,,4990058623; 9784990058623,,No
990018923860205516,No,,,,No
990018960470205516,No,,,,No
990018960950205516,No,"Arts, culture, littérature",,,No
990018961070205516,No,Le livre du professeur,2190334837; 9782190334837,,No
990018962240205516,No,,,,No
990018963300205516,No,,,,No
990018964640205516,No,A,,,No
990018965630205516,No,B - Bez,,,No
990018965650205516,No,Bi - By,,,No
990018965690205516,No,Cab - Col,,,No
990018965710205516,No,Coll - Dic,,,No
990018965760205516,No,Did - Ez,,,No
990018965830205516,No,F - Garra,,,No
990018965870205516,No,Garre - Gyl,,,No
990018965940205516,No,H - Jourdai,,,No
990018965970205516,No,J - Lanj,,,No
990018966030205516,No,Lanne - Lev,,,No
990018966090205516,No,Lew - Marl,,,No
990018966100205516,No,Marm - Monn,,,No
990018966170205516,No,Mono - Nap,,,No
990018966200205516,No,Napp - Panc,,,No
990018966220205516,No,Pani - Pop,,,No
990018966250205516,No,Por - Richel,,,No
990018966280205516,No,Richep - San,,,No
990018966320205516,No,San - Thou,,,No
990018966350205516,No,Thu - Z,,,No
990018995240205516,No,,,,No
990018995320205516,No,,,,No
990019013620205516,No,A-J,2040106383; 9782040106386,,No
990019013630205516,No,K-Z,2040107509; 9782040107505,,No
990019013890205516,No,,,,No
990019013910205516,No,,,,No
990019013930205516,No,,,,No
990019013970205516,No,,,,No
990019055450205516,No,,9067642363; 9789067642361,,No
990019055530205516,No,,,,No
990019075140205516,No,,2881290191; 9782881290190,,No
990019075250205516,No,,2881290280; 9782881290282,,No
990019098210205516,No,"Viscosity, heavy oils to Waste, hazardous, legislation",0824726146; 9780824726140,,No
990019132640205516,No,,,,No
990019153310205516,No,,,,No
990019153510205516,No,,,,No
990019178800205516,No,"200 méthodes, 150 exercices corrigés",2729857028; 9782729857028,,No
990019178930205516,No,"200 méthodes, 70 exercices corrigés",2729848975; 9782729848972,,No
990019179100205516,No,: cours et exercices corrigés Commande des processus,2729897208; 9782729897208,,No
990019193710205516,No,,2225832536; 9782225832536,,No
990019195520205516,No,,,,No
990019207060205516,No,Enoncé,2869116225; 9782869116221,,No
990019222040205516,No,,288129023X; 9782881290237,,No
990019222060205516,No,,2881290256; 9782881290251,,No
990019224660205516,No,,,,No
990019232540205516,No,,,,No
990019232560205516,No,,,,No
990019232570205516,No,,,,No
990019232580205516,No,,,,No
990019232590205516,No,,,,No
990019232600205516,No,,,,No
990019232610205516,No,,,,No
990019237950205516,No,,,,No
990019256880205516,No,"Waste, hazardous, management guide to waste, nuclear, minimization during decommissioning",0824726154; 9780824726157,,No
990019288610205516,No,,0198551878; 9780198551874,,No
990019294120205516,No,,,,No
990019294130205516,No,,,,No
990019298440205516,No,,,,No
990019304500205516,No,AA - Chytraeus,,,No
990019304590205516,No,Ciacconius - Gyron,,,No
990019304610205516,No,Haag - Myvyrian,,,No
990019304700205516,No,Naasefe - Rzaczynski,,,No
990019304720205516,No,Sa' - Zyl,,,No
990019304760205516,No,Table méthodique,,,No
990019304810205516,No,,,,No
990019309410205516,No,,0471985791; 9780471985792,,No
990019312720205516,No,,,,No
990019334080205516,No,,0387985182; 9780387985183,,No
990019339110205516,No,,0471144401; 9780471144403,,No
990019339180205516,No,,047114441X; 9780471144410,,No
990019356380205516,No,,9054109483; 9789054109488,,No
990019356410205516,No,,,,No
990019356440205516,No,,,,No
990019356480205516,No,,,,No
990019356490205516,No,,,,No
990019356530205516,No,,,,No
990019356540205516,No,,,,No
990019356550205516,No,,,,No
990019356570205516,No,,,,No
990019356580205516,No,,,,No
990019356590205516,No,,,,No
990019356620205516,No,,,,No
990019356630205516,No,,,,No
990019356640205516,No,,,,No
990019356680205516,No,,,,No
990019356690205516,No,,,,No
990019356710205516,No,,,,No
990019356720205516,No,,,,No
990019356780205516,No,,,,No
990019373500205516,No,,,,No
990019399930205516,No,,0803125534; 9780803125537,,No
990019449160205516,No,,0824718100; 9780824718107,,No
990019449180205516,No,,0824760808; 9780824760809,,No
990019472800205516,No,,,,No
990019508840205516,No,,,,No
990019525810205516,No,,0471985791; 9780471985792,,No
990019544140205516,No,-,2880743869; 9782880743864,,No
990019546970205516,No,,,,No
990019553980205516,No,,,,No
990019566060205516,No,"Waste, nuclear, reprocessing and treatment technologies to wastewater treatment, multilateral approach",0824726162; 9780824726164,,No
990019599690205516,No,,,,No
990019599850205516,No,,,,No
990019603310205516,No,The motion of bodies,,,No
990019603480205516,No,The system of the world,,,No
990019649260205516,No,,,,No
990019650140205516,No,,,,No
990019650270205516,No,,,,No
990019652050205516,No,,,,No
990019652160205516,No,,,,No
990019652260205516,No,,,,No
990019663170205516,No,,290332901X; 9782903329013; L.903329.01.X,,No
990019680620205516,No,,,,No
990019681120205516,No,,,,No
990019693500205516,No,Chapters 1 through 4,,,No
990019693590205516,No,Chapters 5 through 8,,,No
990019693620205516,No,Appendixes A through D,,,No
990019696740205516,No,Main report,9201011989; 9789201011985,,No
990019701760205516,No,,,,No
990019701880205516,No,,,,No
990019715740205516,No,,0824718151; 9780824718152,,No
990019715840205516,No,,082471816X; 9780824718169,,No
990019721910205516,No,,,,No
990019722300205516,No,,,,No
990019722400205516,No,,,,No
990019722480205516,No,,,,No
990019722570205516,No,,,,No
990019727890205516,No,,0125879016; 9780125879019,,No
990019772020205516,No,Summary report,9201012985; 9789201012982,,No
990019796810205516,No,,,,No
990019796830205516,No,,,,No
990019801160205516,No,"Histoire, vie privée",,,No
990019801630205516,No,Vie publique,,,No
990019834650205516,No,Des catacombes à Jules II,,,No
990019841170205516,No,,0120408287; 9780120408283,,No
990019866980205516,No,,,,No
990019867100205516,No,,,,No
990019867140205516,No,,,,No
990019883700205516,No,Quantities and units,9267101854; 9789267101859,,No
990019886530205516,No,,,,No
990019889280205516,No,Vorwort,,,No
990019906000205516,No,,,,No
990019906130205516,No,,,,No
990019931270205516,No,,,,No
990019975240205516,No,,,,No
990019980640205516,No,,2070104524; 9782070104529,,No
990019980880205516,No,,2070104532; 9782070104536,,No
990020036710205516,No,,,,No
990020040500205516,No,,,,No
990020043700205516,No,,,,No
990020043720205516,No,,,,No
990020043780205516,No,,,,No
990020043870205516,No,,,,No
990020043920205516,No,,,,No
990020043960205516,No,,,,No
990020044000205516,No,,,,No
990020044060205516,No,,,,No
990020069120205516,No,,2729898719; 9782729898717,,No
990020069170205516,No,,2729898166; 9782729898168,,No
990020096250205516,No,Wastewater treatment with ozone to Water and wastewater treatment,0824726170; 9780824726171,,No
990020102520205516,No,-,,,No
990020109900205516,No,": murs isolés - planche no 1, murs non isolés - planche no 2, cloisons - planche no 3, carrelages - planche no 4, titres - planches no 5, électricité - planche no 6, chauffage - planche no 7, traits pour plans de niveau - planche no 8 Dessins adhésifs à découper pour réaliser les plans de niveau",2862271462; 9782862271460,,No
990020110030205516,No,": fenêtres - planche no 9, portes et portes-fenêtres - planche no 10, portes de garage et fenêtres de toit - planche no 11, portes intérieures - planche no 12, escaliers - planche no 13, sanitaires et cuisines - planche no 14, meubles - planche no 15, voitures et arbres - planche no 16 Dessins adhésifs à découper pour réaliser les plans de niveau",2862271470; 9782862271477,,No
990020110100205516,No,": fenêtre grands vitrages - planche no 17, fenêtres classiques - planche no 18, fenêtres petits carreaux - planche no 19, portes-fenêtres grands vitrages - planche no 20, portes-fenêtres classiques - planche 21, portes-fenêtres petits carreaux - planche no 22, portes d'entrée et portes de garage - planche no 23, traits pour plans de façades - planche no 24 Dessins adhésifs à découper pour réaliser les plans de façade",2862271594; 9782862271590,,No
990020110120205516,No,": volets pour fenêtres - planche no 25, volets pour portes-fenêtres - planche no 26, ardoises et tuiles plates - planche no 27, tuiles rondes - planche no 28, lucarnes - planche no 29, fenêtres de toit, souches et cotes - planche no 30, faîtages, gouttières et titres - planche no 31, voitures, arbres et personnages - planche no 32 Dessins adhésifs à découper pour réaliser les plans de façade",2862271608; 9782862271606,,No
990020111730205516,No,Principes et fonctionnement,2100002929; 9782100002924; 2100036440; 9782100036448,,No
990020111750205516,No,Maintenance et techniques de dépannage,2100015222; 9782100015221; 2100037218; 9782100037216,,No
990020111800205516,No,Techniques d'aujourd'hui,2100020412; 9782100020416; 2100038729; 9782100038725,,No
990020120660205516,No,,,,No
990020120690205516,No,,,,No
990020120720205516,No,,,,No
990020122620205516,No,,,,No
990020122680205516,No,,,,No
990020127230205516,No,,,,No
990020229910205516,No,,,,No
990020230140205516,No,,,,No
990020239660205516,No,,0821805320; 9780821805329,,No
990020242270205516,No,Proceedings,4938717034; 9784938717032,,No
990020242970205516,No,Tutorials,4938717026; 9784938717025,,No
990020266390205516,No,,,,No
990020270610205516,No,,,,No
990020270730205516,No,,,,No
990020281600205516,No,From Barbie to Mortal Kombat gender and computer games,0262032589; 9780262032582,,No
990020284640205516,No,,,,No
990020331470205516,No,Table des matières de 1 à 50,,,No
990020399010205516,No,A - Az,,,No
990020399110205516,No,B - Cez,,,No
990020399200205516,No,Ch - Cons,,,No
990020399250205516,No,Cons - Diz,,,No
990020399360205516,No,Do - Esy,,,No
990020399450205516,No,Et - Fn,,,No
990020399530205516,No,Fo - Gy,,,No
990020399640205516,No,H - It,,,No
990020399710205516,No,Ju - Mam,,,No
990020399790205516,No,Mam - My,,,No
990020399830205516,No,N - Pari,,,No
990020399850205516,No,Parl - Pol,,,No
990020399870205516,No,Pom - Regg,,,No
990020399960205516,No,Reggi - Sem,,,No
990020400090205516,No,Sen - Tch,,,No
990020400110205516,No,Te - Ven,,,No
990020400160205516,No,Ven - Z,,,No
990020400240205516,No,A - Bl,,,No
990020400450205516,No,Bo - Ez,,,No
990020401140205516,No,F - My,,,No
990020401370205516,No,N - Z,,,No
990020414690205516,No,,,,No
990020414800205516,No,,,,No
990020415130205516,No,,,,No
990020415180205516,No,Planches,,,No
990020415400205516,No,,,,No
990020415430205516,No,,,,No
990020415460205516,No,,,,No
990020415520205516,No,,,,No
990020415670205516,No,,,,No
990020415700205516,No,,,,No
990020416110205516,No,,,,No
990020416150205516,No,,,,No
990020416160205516,No,"Suite du recueil de planches, sur les sciences, les arts libéraux, et les arts méchaniques, avec leur explication",,,No
990020416230205516,No,A - H,,,No
990020416280205516,No,Table,,,No
990020416300205516,No,I - Z,,,No
990020417300205516,No,,,,No
990020417390205516,No,,,,No
990020423970205516,No,,,,No
990020424110205516,No,,,,No
990020424170205516,No,,,,No
990020453020205516,No,,4871405524; 9784871405522,,No
990020453100205516,No,,4871405532; 9784871405539,,No
990020460690205516,No,,,,No
990020466040205516,No,": bestehend in einer vollkommenen Beschreibung und Unterricht meist aller erfundenen Machinen die Wasser dadurch in die Höhe zu treiben, oder aus der Tieffe zuerheben worbei nicht nur die bisherigen Fehler deutlich vor Augen gestellt werden, und Anweisung gethan wird, wie solche zuverbessern, sondern auch wie nach mechanischen und physicalischen Fundamenten nach jedes Orthes beschaffenheit, gegebener Krafft, oder nach Rothdurfft, neue Machinen anzugeben und in erwünschten Stand aufzurichten sind ein Werck so nicht nur Künstlern, Kunst-Meistern, Berg-Leuthen und Kunst-Steigern, ja allen die selbst Hand anlegen, sondern auch Architectis, Ingenieurs, Commissarien, Beamten, überhaupt allen Haus-Wirthen und kunst-liebenden nützlich und nöthig",,,No
990020466840205516,No,": bestehend in fernerer Fortsetzung der Künste und Machinen womit die Wasser aus der Tieffe zu erheben oder in dei Höhe zu treiben darben so wohl falsche und unbrauchbare, die Fehler und Ursachen daraus zu erkennen, als auch viele nützliche und brauchbare zu finden, absonderlich aber eine deutliche Anweisung zu denen Machinen da das Wasser vermittelst des Feuers gehoben wird, darunter auch die allerneueste und ohnfehlbar allerleichteste Arth anzutreffen deme beigefüget: ein Discurs oder Anweisung zu denen Wasser-Künsten, was eigentlich bei selbigen zu beobachten, und wie das Theatrum Machinarum hierbei zu gebrauchen ein Werck so nicht nur Künstlern, Kunstmeistern, Bergleuthen und Kunst-Steigern, ja allen die selbst Hand anlegen, sondern auch Architectis, Ingenieurs, Commissarien, Beamten, überhaupt allen Hauswirthen und Kunst-liebenden, absonderlich aber der Jugend, solcher ein Erkäntnis und Fundament gar leichte beizubringen sehr nützlich und nöthig",,,No
990020475370205516,No,,1566762162; 9781566762168,,No
990020566180205516,No,,,,No
990020583290205516,No,,,,No
990020586110205516,No,,,,No
990020586400205516,No,,,,No
990020586440205516,No,,,,No
990020586470205516,No,,,,No
990020586530205516,No,,,,No
990020586560205516,No,,,,No
990020586600205516,No,,,,No
990020593310205516,No,,,,No
990020593560205516,No,,,,No
990020618680205516,No,,,,No
990020618700205516,No,,,,No
990020618720205516,No,,,,No
990020618800205516,No,,,,No
990020618850205516,No,,,,No
990020618890205516,No,,,,No
990020618930205516,No,,,,No
990020618960205516,No,,,,No
990020629620205516,No,,,,No
990020630880205516,No,,,,No
990020631520205516,No,Classe de mathématiques supérieures,2711741982; 9782711741984,,No
990020671670205516,No,A l'usage des classes de mathématiques élémentaires,,,No
990020674370205516,No,,,,No
990020699560205516,No,,,,No
990020699580205516,No,,,,No
990020707510205516,No,,,,No
990020707580205516,No,,,,No
990020707660205516,No,,,,No
990020707690205516,No,,,,No
990020707720205516,No,,,,No
990020712550205516,No,"Water and wastewater treatment, protective coating system to Zeolites",0824726189; 9780824726188,,No
990020727300205516,No,-,,,No
990020727790205516,No,,,,No
990020727840205516,No,,,,No
990020727960205516,No,,,,No
990020728020205516,No,,,,No
990020728290205516,No,,,,No
990020728370205516,No,,,,No
990020731290205516,No,,,,No
990020731330205516,No,,,,No
990020781780205516,No,,,,No
990020781790205516,No,,,,No
990020781800205516,No,,,,No
990020781830205516,No,,,,No
990020781840205516,No,,,,No
990020781870205516,No,,,,No
990020781880205516,No,,,,No
990020781890205516,No,,,,No
990020781910205516,No,,,,No
990020781920205516,No,,,,No
990020781930205516,No,,,,No
990020782030205516,No,,,,No
990020782040205516,No,,,,No
990020782050205516,No,,,,No
990020787470205516,No,,,,No
990020790520205516,No,,,,No
990020790560205516,No,,,,No
990020790580205516,No,,,,No
990020790620205516,No,,,,No
990020790690205516,No,,,,No
990020790740205516,No,,,,No
990020790800205516,No,,,,No
990020790810205516,No,,,,No
990020790890205516,No,,,,No
990020790940205516,No,,,,No
990020794140205516,No,,,,No
990020794150205516,No,,,,No
990020794160205516,No,,,,No
990020794170205516,No,,,,No
990020794180205516,No,,,,No
990020794520205516,No,,,,No
990020794530205516,No,,,,No
990020799630205516,No,,,,No
990020799690205516,No,,,,No
990020799700205516,No,,,,No
990020799710205516,No,,,,No
990020799760205516,No,,,,No
990020799770205516,No,,,,No
990020799780205516,No,,,,No
990020799790205516,No,,,,No
990020799800205516,No,,,,No
990020799820205516,No,,,,No
990020799830205516,No,,,,No
990020799840205516,No,,,,No
990020799860205516,No,,,,No
990020799870205516,No,,,,No
990020799880205516,No,,,,No
990020799900205516,No,,,,No
990020799910205516,No,,,,No
990020799930205516,No,,,,No
990020799950205516,No,,,,No
990020799960205516,No,,,,No
990020799970205516,No,,,,No
990020799980205516,No,,,,No
990020799990205516,No,,,,No
990020800000205516,No,,,,No
990020800010205516,No,,,,No
990020800020205516,No,,,,No
990020800030205516,No,,,,No
990020800040205516,No,,,,No
990020800050205516,No,,,,No
990020800060205516,No,,,,No
990020800070205516,No,,,,No
990020800090205516,No,,,,No
990020800140205516,No,,,,No
990020800200205516,No,,,,No
990020800270205516,No,,,,No
990020800280205516,No,,,,No
990020800320205516,No,,,,No
990020800330205516,No,,,,No
990020800350205516,No,,,,No
990020800360205516,No,,,,No
990020800380205516,No,,,,No
990020800390205516,No,,,,No
990020800400205516,No,,,,No
990020800410205516,No,,,,No
990020800430205516,No,,,,No
990020800440205516,No,,,,No
990020800470205516,No,,,,No
990020800480205516,No,,,,No
990020800490205516,No,,,,No
990020800500205516,No,,,,No
990020800510205516,No,,,,No
990020800520205516,No,,,,No
990020800530205516,No,,,,No
990020800540205516,No,,,,No
990020800550205516,No,,,,No
990020862290205516,No,,2070708446; 9782070708444,,No
990020862830205516,No,,2070708454; 9782070708451,,No
990020885690205516,No,,,,No
990020885740205516,No,,,,No
990020885920205516,No,,,,No
990020936480205516,No,,,,No
990020936900205516,No,,,,No
990020937020205516,No,,,,No
990020947640205516,No,,,,No
990021851440205516,No,Ruler & compasses,,,No
990038231170205516,No,Z-factor (gas compressibility) errors to Zone refining,0824726197; 9780824726195,,No
990038508570205516,No,"Zürich, September 23 & 24, 1999 -",3906401332; 9783906401331,,No
990041310160205516,No,Table of contents,,,No
990043452960205516,No,-,,,No
990043921400205516,No,Guide pratique,270811249X; 9782708112490,,No
990044107430205516,No,-,,,No
990044237010205516,No,-,,,No
990045209860205516,No,Bilan de la science,,,No
990046335330205516,No,-,,,No
990046335340205516,No,-,,,No
990046527110205516,No,-,0080175953; 9780080175959; 3528081147; 9783528081140,,No
990046734000205516,No,-,,,No
990046743650205516,No,,0306110644; 9780306110641,,No
990048243980205516,No,-,,,No
990048303310205516,No,Comprehensive structural integrity,9780080437491; 0080437494; 9780080490731; 0080490735,,No
990048561870205516,No,Bordas encyclopédie,,,No
990049159040205516,No,Atlas of fibre fracture and damage to textiles,1855733196; 9781855733190; 0849338816; 9780849338816; 1591247616; 9781591247616; 9781845691271; 184569127X,,No
990049999690205516,No,Product,0951306901; 9780951306901,,No
990050554880205516,No,,,,No
990050835100205516,No,"50 Jahre Documenta, 1955-2005 [Ausstellung], Kunsthalle Fridericianum, Kassel, 01.09.-20.11.2005 = 50 years Documenta, 1955-2005",3865211461; 9783865211460,,No
990051514930205516,No,,,,No
990051516290205516,No,-,,,No
990052917900205516,No,Category 2 Cumulative Index,,,No
990053276600205516,No,"The politics of life itself biomedicine, power, and subjectivity in the twenty-first century",0691121907; 9780691121901; 0691121915; 9780691121918,,No
990053412800205516,No,Supplemaint 2 stadi: 1. schner 1986,,,No
990053450060205516,No,-,,,No
990053665070205516,No,Städtebauseminar,,,No
990053731360205516,No,data book,,,No
990053731410205516,No,search manual,,,No
990054027920205516,No,Méthodes numériques pour le calcul scientifique programmes en MATLAB,2287597018; 9782287597015,,No
990055444220205516,No,-,,,No
990055904110205516,No,Mastering Dojo Javascript and Ajax tools for great web experiences,1934356115; 9781934356111,,No
990055916760205516,No,Category 3 Cumulative Index,,,No
990056645490205516,No,Non-rocket space launch and flight,9780080447315; 0080447317; 9780080458755; 0080458750,,No
990057182900205516,No,Category 4 Cumulative Index,,,No
990057298220205516,No,Analysis of composite structures,9781903996621; 1903996627,,No
990057539340205516,No,Comprehensive microsystems,9780444521941; 0444521941; 9780444521903; 0444521909,,No
990057852350205516,No,Adipose tissue and adipokines in health and disease,1597453706; 9781597453707; 9781588297211; 1588297217,,No
990058440610205516,No,-,9211125634; 9789211125634,,No
990059379040205516,No,Acting in an uncertain world an essay on technical democracy,9780262033824; 0262033828,,No
990059572530205516,No,Les mondes darwiniens l'évolution de l'évolution,2849502456; 9782849502457,,No
990059684030205516,No,Category 5 Cumulative Index,9783131485113; 3131485116; 9781604063448; 1604063440,,No
990059685000205516,No,Category 6 Cumulative Index,9783131485212; 3131485213; 9781604063455; 1604063459,,No
990059928140205516,No,Encyclopedia of consciousness,9780123738738; 0123738733,,No
990059954830205516,No,"Applications of group theory to combinatorics selected papers from the Com²MaC Conference on Applications of Group Theory to Combinatorics, Pohang, Korea, 9-12 July 2007",9780415471848; 0415471842; 9780203885765; 0203885767,,No
990060122940205516,No,The Definitive Guide to NetBeans™ Platform,9781430224174; 1430224177; 9781430224181; 1430224185,,No
990060417180205516,No,Planning and designing research animal facilities,9780123695178; 0123695171,,No
990060592060205516,No,Basic orthopaedic biomechanics & mechano-biology,9780781739337; 0781739330,,No
990061902210205516,No,Dynamic noncooperative game theory,9780898714296; 089871429X; 9781611971132; 1611971136,,No
990063437610205516,No,Techniques de l'Ingénieur l'expertise technique et scientifique de référence : dictionnaire technique multilingue : l'outil de traduction quotidien des utilisateurs en recherche d'informations scientifiques et techniques multilingue sur le portail des Éditions Techniques de l'Ingénieur.,,,No
990064432030205516,No,Streaming media architectures techniques and applications recent advances,161692831X; 9781616928315; 1616928336; 9781616928339,,No
990065137860205516,No,Natural killer cells basic science and clinical application,9780123704542; 0123704545,,No
990065137890205516,No,RNA methodologies a laboratory guide for isolation and characterization,9780123747273; 0123747279,,No
990065139200205516,No,Mechanisms of memory,9780123749512; 0123749514,,No
990070132480205516,No,The Human Pain System Experimental and Clinical Perspectives,9780521114523; 0521114527; 9780511770579; 051177057X,,No
990071139300205516,No,The first panoramas visions of British imperialism,9780816648603; 0816648603; 9780816648610; 0816648611,,No
990072265980205516,No,Maya Python for games and film a complete reference for the Maya Python and the Maya Python API,9780123785787; 0123785782; 9780123785794; 0123785790,,No
990073074700205516,No,Marks' standard handbook for mechanical engineers,1601196539; 9781601196538; 0071508155; 9780071508155; 9780071497480; 007149748X; 0071428674; 9780071428675,1539-2287,No
990073540670205516,No,"Clinical trials study design, endpoints and biomarkers, drug safety, and FDA and ICH guidelines",0123919134; 9780123919137; 9780123919113; 0123919118,,No
990073541090205516,No,Introduction to psychoneuroimmunology,0123820499; 9780123820495,,No
990082560480205516,No,Agroecology the science of sustainable agriculture,1853392952; 9781853392955,,No
990098066530205516,No,Interior-point polynomial algorithms in convex programming,9780898713190; 0898713196; 9780898715156; 0898715156; 9781611970791; 1611970792,,No
990099518590205516,No,Biohackers the politics of open science,1849649081; 9781849649087; 1849649073; 9781849649070; 9780745332802; 0745332803; 9780745332819; 0745332811; 9781849649063; 1849649065,,No
990101321480205516,No,-,3527860099,,No
990101508920205516,No,[Verbindungen des Selens],3540932712; 9783540932710; 0387932712; 9780387932712,,No
990101565010205516,No,Teach us to outgrow our madness four short novels,9780802140425; 0802140424; 9780394413389; 0394413385; 9780394170022; 0394170024; 080210133X; 9780802101334; 9780802151858; 080215185X,,No
990102313750205516,No,Python and HDF5,9781449367831; 1449367836,,No
990103086200205516,No,Exhibition design,9781856694308; 1856694305,,No
990104150850205516,No,Human parasitology,9780124159150; 012415915X,,No
990104456870205516,No,From scientific progress to economic growth the economics and the economy of science,9781783263165; 1783263164,,No
990104786490205516,No,Life moves pretty fast the lessons we learned from eighties movies (and why we don't learn them from movies any more),0007585608; 9780007585601,,No
990104987510205516,No,-,,,No
990105090200205516,No,An easy path to convex analysis and applications,9781627052375; 1627052372; 9781627052382; 1627052380,,No
990105860280205516,No,Personality psychology understanding yourself and others,0205917429; 9780205917426; 0134465601; 9780134465609,,No
990105988090205516,No,"Writings on landscape, culture, and society",9781598534528; 1598534521,,No
990107398690205516,No,-,,,No
990107398770205516,No,-,,,No
990107505540205516,No,Numerical Analysis of Stochastic Processes,3110443376; 9783110443370,,No
990111756820205516,No,INFORMATION FALL-OUT buckminster fuller's world game,9783037785539; 3037785535,,No
990112819550205516,No,"Champs électromagnétiques, environnement et santé",2759822591; 9782759822591; 9782759822584; 2759822583,,No
990113958390205516,No,Does living green make a difference?,9781509527465; 150952746X; 9781509527472; 1509527478,,No
990114931130205516,No,Galois theory and advanced linear algebra,9811398488; 9789811398483; 9789811398490; 9811398496,,No
990115006350205516,No,Agnes Denes work 1969-2013,9788867491636; 8867491636,,No
990115246250205516,No,Desistance from Crime new advances in theory and research,9781137572349; 1137572345; 9781137572332; 1137572337,,No
990115592660205516,No,"Architecture, littérature et espaces",9782842873806; 2842873807,,No
990115759220205516,No,,,,No
990116029400205516,No,Death and the afterlife in Japanese Buddhism,9780824832049; 0824832043,,No
990116243140205516,No,Race and modern architecture a critical history from the enlightenment to the present,9780822946052; 082294605X; 9780822966593; 082296659X,,No
990116419290205516,No,,,,No
990116442330205516,No,,,,No
990116442340205516,No,,,,No
990116442350205516,No,,,,No
990116454600205516,No,,,,No
990116573520205516,No,,,,No
990116623060205516,No,,,,No
990116629640205516,No,,,,No
990116629760205516,No,,,,No
990116629880205516,No,,,,No
990116636840205516,No,,,,No
990116646310205516,No,,,,No
990116646430205516,No,,,,No
990116662640205516,No,,,,No
990116684840205516,No,,,,No
99116696311305516,No,Henry Stewart Talks Biomedical & Life Sciences Collection,,,No
99116696323305516,No,Arts & Humanities Database,,,No
99116696329705516,No,Materials Science & Engineering Collection,,,No
99116696346105516,No,PsycARTICLES,,,No
99116699085805516,No,Organophosphorus Chemistry 47,1788011678; 9781788011679,,No
99116699893405516,No,Bulletin de la Société de pathologie exotique et de ses filiales.,,0037-9085,No
99116700862105516,No,Algorithms in invariant theory /,3211774173; 9783211774175; 1281491276; 9781281491275; 3211774165; 9783211774168; 3211824456; 9783211824450,,No
99116703947105516,No,Journal of geometric mechanics,,1941-4889,No
99116709947905516,No,The new public library : design innovation for the twenty-first century,0429449682; 9780429449680; 1138326739; 9781138326736,,No
99116714871605516,No,Compendex,,,No
99116714871805516,No,Chronométrie,,,No
99116714872005516,No,Villes africaines I: introduction à la planification urbaine,2889143945; 9782889143948,,No
99116717803005516,No,J. UCS : the journal of universal computer science.,,0948-695X,No
99116718854705516,No,Online learning : the official journal of the Online Learning Consortium.,,2472-5749,No
99116719307505516,No,Arizona republic.,,0892-8711,No
99116720940105516,No,Scopus,,,No
99116721050305516,No,Test local portfolio DBL,,,No
99116721250305516,No,Python,,,No
99116721378705516,No,The Dauntless in Battle,1526704633; 9781526704634,,No
99116721386005516,No,Aero-neurosis : pilots of the First World War and the psychological legacies of combat /,1526723158; 9781526723154,,No
99116721390905516,No,The Modified Bulleid Pacifics,1526721694; 9781526721693,,No
99116721850005516,No,Anthologie manifeste habiter poétiquement le monde,9782955211922; 2955211923,,No
99116721850105516,No,Siedlungs-Inventarisation in Graubünden Aufgabenstellung und Methode des Bündner Siedlungsinventares : mit Inventar Castasegnas,,,No
99116721850205516,No,Luoghi urbani,8840005161; 9788840005164,,No
99116721850305516,No,Access 2013 for dummies,1118516389; 9781118516386,,No
99116721950205516,No,sottsass,9788837095666; 883709566X,,No
99116721950305516,No,Fast track to forcing /,1108303862; 9781108303866; 110842015X; 9781108420150,,No
99116722050305516,No,The book of looms a history of the handloom from ancient times to the present,0874516498; 9780874516494,,No
99116722150305516,No,The book of looms a history of the handloom from ancient times to the present,0874516498; 9780874516494,,No
99116722250305516,No,Sottsass,9788837095666; 883709566X,,No
99116722450305516,No,The design of building structures,,,No
99116722850305516,No,Asymptotic analysis of random walks : light-tailed distributions /,1139871307; 9781139871303; 1107074681; 9781107074682,,No
99116722950005516,No,Dune,9780340960196; 0340960191,,No
99116722950105516,No,High-rise building structures,047101530X; 9780471015307,,No
99116722950205516,No,Gundeldinger Feld eine Maschinenfabrik im Wandel,9783952455609; 3952455601,,No
99116722950305516,No,Gundeldinger Feld: vom Traum zum Raum Anleitung zur Umnutzung,3856162593; 9783856162597,,No
99116723050205516,No,test,,,No
99116723050305516,No,test,,,No
99116723150005516,No,The Role of Third Countries in EU Migration Policy: The Mobility Partnerships,,,No
99116723150105516,No,EU Mobility Partnerships: A Model of Policy Coordination?,,,No
99116723150205516,No,The Unintended Legal and Policy Relevance of EU Mobility Partnerships,,,No
99116723150305516,No,Panel data econometrics common factor analysis for empirical researchers,1138389676; 9781138389670,,No
99116723250105516,No,eGods : faith versus fantasy in computer gaming,0199935815; 9780199935819,,No
