MMS Id,Title,Num of Items (In Repository),Num of Loans (Not In House),Last Loan Date (calendar)
990106707740205516,The rhetoric of Pier Luigi Nervi concrete and ferrocement forms,"1,0","0,0",2018-11-16
990106707740205516,The rhetoric of Pier Luigi Nervi concrete and ferrocement forms,"1,0","7,0",2019-06-25
990106707740205516,The rhetoric of Pier Luigi Nervi concrete and ferrocement forms,"1,0","7,0",2019-09-19
990106707740205516,The rhetoric of Pier Luigi Nervi concrete and ferrocement forms,"1,0","17,0",2019-12-20
990106707740205516,The rhetoric of Pier Luigi Nervi concrete and ferrocement forms,"1,0","10,0",2020-08-17
990106707740205516,The rhetoric of Pier Luigi Nervi concrete and ferrocement forms,"1,0","12,0",2021-06-18
990106707740205516,The rhetoric of Pier Luigi Nervi concrete and ferrocement forms,"1,0","7,0",2022-02-25
990106707740205516,The rhetoric of Pier Luigi Nervi concrete and ferrocement forms,"1,0","24,0",2022-03-11
990106707740205516,The rhetoric of Pier Luigi Nervi concrete and ferrocement forms,"1,0","17,0",2022-03-14
990106713140205516,Fundamentals and applications of magnetic materials,"1,0","0,0",
990106713140205516,Fundamentals and applications of magnetic materials,"1,0","2,0",2017-06-29
990106713140205516,Fundamentals and applications of magnetic materials,"1,0","2,0",2019-07-31
990106754010205516,The project of autonomy politics and architecture within and against capitalism,"1,0","0,0",2019-04-05
990106754010205516,The project of autonomy politics and architecture within and against capitalism,"1,0","20,0",2021-11-25
990106754010205516,The project of autonomy politics and architecture within and against capitalism,"1,0","18,0",2022-03-09
990106866230205516,"The difficult whole a reference book on Robert Venturi, John Rauch and Denise Scott Brown","1,0","0,0",2016-10-20
990106866230205516,"The difficult whole a reference book on Robert Venturi, John Rauch and Denise Scott Brown","1,0","3,0",2020-01-14
990106866230205516,"The difficult whole a reference book on Robert Venturi, John Rauch and Denise Scott Brown","1,0","18,0",2022-01-21
990106866230205516,"The difficult whole a reference book on Robert Venturi, John Rauch and Denise Scott Brown","1,0","34,0",2022-03-07
990106876720205516,Physics for scientists & engineers with modern physics,"1,0","24,0",2022-01-05
990106876720205516,Physics for scientists & engineers with modern physics,"1,0","0,0",2022-01-06
990106876720205516,Physics for scientists & engineers with modern physics,"1,0","29,0",2022-01-24
990106876720205516,Physics for scientists & engineers with modern physics,"1,0","28,0",2022-02-11
990106885450205516,Digital design using VHDL a systems approach,"2,0","0,0",
990106885450205516,Digital design using VHDL a systems approach,"1,0","2,0",2019-01-21
990106885450205516,Digital design using VHDL a systems approach,"1,0","4,0",2021-08-31
990106885450205516,Digital design using VHDL a systems approach,"1,0","7,0",2021-09-27
990106885450205516,Digital design using VHDL a systems approach,"1,0","2,0",2022-01-29
990106895310205516,Bitcoin and cryptocurrency technologies a comprehensive introduction,"1,0","0,0",2017-08-02
990106895310205516,Bitcoin and cryptocurrency technologies a comprehensive introduction,"1,0","13,0",2019-06-21
990106895310205516,Bitcoin and cryptocurrency technologies a comprehensive introduction,"1,0","17,0",2019-11-13
990106895310205516,Bitcoin and cryptocurrency technologies a comprehensive introduction,"1,0","22,0",2019-12-20
990106895310205516,Bitcoin and cryptocurrency technologies a comprehensive introduction,"1,0","28,0",2022-01-06
990106914160205516,Introduction to linear algebra,"1,0","0,0",2020-02-19
990106914160205516,Introduction to linear algebra,"2,0","23,0",2021-11-18
990106914160205516,Introduction to linear algebra,"1,0","4,0",2021-11-20
990106914160205516,Introduction to linear algebra,"1,0","8,0",2021-12-16
990106926550205516,MATLAB®: a practical introduction to programming and problem solving,"0,0","0,0",2020-02-18
990106926550205516,MATLAB®: a practical introduction to programming and problem solving,"0,0","16,0",2020-07-06
990106926550205516,MATLAB®: a practical introduction to programming and problem solving,"0,0","12,0",2020-09-29
990106976700205516,A first course in probability,"1,0","11,0",2020-07-13
990106976700205516,A first course in probability,"1,0","22,0",2021-09-16
990106976700205516,A first course in probability,"1,0","27,0",2022-01-11
990106976700205516,A first course in probability,"2,0","4,0",2022-03-07
990107001120205516,Separation process engineering includes mass transfer analysis,"4,0","0,0",
990107001120205516,Separation process engineering includes mass transfer analysis,"1,0","1,0",2020-06-23
990107090470205516,Physique,"1,0","15,0",2022-03-11
990107097370205516,Analyse avancée pour ingénieurs,"1,0","0,0",2020-10-15
990107097370205516,Analyse avancée pour ingénieurs,"1,0","16,0",2021-03-12
990107097370205516,Analyse avancée pour ingénieurs,"0,0","20,0",2021-05-27
990107097370205516,Analyse avancée pour ingénieurs,"1,0","27,0",2021-10-21
990107097370205516,Analyse avancée pour ingénieurs,"1,0","22,0",2021-12-21
990107097370205516,Analyse avancée pour ingénieurs,"1,0","19,0",2022-01-16
990107097370205516,Analyse avancée pour ingénieurs,"1,0","24,0",2022-02-08
990107097370205516,Analyse avancée pour ingénieurs,"1,0","22,0",2022-02-22
990107097370205516,Analyse avancée pour ingénieurs,"2,0","54,0",2022-02-28
990107097370205516,Analyse avancée pour ingénieurs,"1,0","23,0",2022-03-02
990107097370205516,Analyse avancée pour ingénieurs,"1,0","24,0",2022-03-15
990107099770205516,Elements of physical chemistry,"3,0","1,0",
990107099770205516,Elements of physical chemistry,"1,0","1,0",2021-09-11
990107099770205516,Elements of physical chemistry,"1,0","3,0",2021-11-16
990107101370205516,Construction mécanique 1,"1,0","0,0",
990107101370205516,Construction mécanique 1,"1,0","10,0",2018-12-17
990107102680205516,Initiation à l'électronique destiné aux physiciens 2ème année,"1,0","0,0",
990107102680205516,Initiation à l'électronique destiné aux physiciens 2ème année,"1,0","5,0",2019-01-29
990107141030205516,Découvrir le numérique une introduction à l'informatique et aux systèmes de communications,"1,0","23,0",2021-09-15
990107141030205516,Découvrir le numérique une introduction à l'informatique et aux systèmes de communications,"1,0","2,0",2021-09-23
990107141030205516,Découvrir le numérique une introduction à l'informatique et aux systèmes de communications,"1,0","18,0",2021-10-01
990107141030205516,Découvrir le numérique une introduction à l'informatique et aux systèmes de communications,"1,0","24,0",2021-10-27
990107141030205516,Découvrir le numérique une introduction à l'informatique et aux systèmes de communications,"1,0","3,0",2021-11-19
990107141030205516,Découvrir le numérique une introduction à l'informatique et aux systèmes de communications,"1,0","2,0",2021-12-03
990107141030205516,Découvrir le numérique une introduction à l'informatique et aux systèmes de communications,"1,0","0,0",2021-12-07
990107141030205516,Découvrir le numérique une introduction à l'informatique et aux systèmes de communications,"1,0","28,0",2021-12-13
990107141030205516,Découvrir le numérique une introduction à l'informatique et aux systèmes de communications,"1,0","31,0",2021-12-14
990107141030205516,Découvrir le numérique une introduction à l'informatique et aux systèmes de communications,"1,0","29,0",2021-12-16
990107141030205516,Découvrir le numérique une introduction à l'informatique et aux systèmes de communications,"1,0","18,0",2021-12-20
990107141030205516,Découvrir le numérique une introduction à l'informatique et aux systèmes de communications,"1,0","28,0",2022-01-28
990107141030205516,Découvrir le numérique une introduction à l'informatique et aux systèmes de communications,"1,0","27,0",2022-01-30
990107141030205516,Découvrir le numérique une introduction à l'informatique et aux systèmes de communications,"1,0","8,0",2022-02-08
990107141030205516,Découvrir le numérique une introduction à l'informatique et aux systèmes de communications,"1,0","22,0",2022-02-22
990107141030205516,Découvrir le numérique une introduction à l'informatique et aux systèmes de communications,"1,0","27,0",2022-03-01
990107148320205516,Optical detectors,"3,0","0,0",
990107148590205516,Composants semi-conducteurs,"3,0","0,0",
990107153200205516,Modèles stochastiques pour les communications,"1,0","0,0",
990107153200205516,Modèles stochastiques pour les communications,"1,0","1,0",2021-12-01
990107157950205516,"S'initier à la programmation et à l'orienté objet avec des exemples en C, C++, C#, Python, Java et PHP","1,0","0,0",
990107157950205516,"S'initier à la programmation et à l'orienté objet avec des exemples en C, C++, C#, Python, Java et PHP","1,0","7,0",2019-11-06
990107157950205516,"S'initier à la programmation et à l'orienté objet avec des exemples en C, C++, C#, Python, Java et PHP","1,0","10,0",2021-10-28
990107159250205516,Art since 1900 modernism - antimodernism - postmodernism,"1,0","0,0",
990107159250205516,Art since 1900 modernism - antimodernism - postmodernism,"1,0","5,0",2021-10-28
990107171060205516,Introduction à la biologie cellulaire année académique 2016-2017,"1,0","4,0",2017-05-29
990107171060205516,Introduction à la biologie cellulaire année académique 2016-2017,"1,0","0,0",2020-01-21
990107179980205516,Materials and technology of microfabrication for students Master micro-engineering 4th year,"2,0","0,0",
990107182350205516,Course on the theory and practice of image processing,"1,0","0,0",
990107183760205516,Programmer en langage C cours et exercices corrigés,"2,0","18,0",2022-02-22
990107183760205516,Programmer en langage C cours et exercices corrigés,"1,0","17,0",2022-02-23
990107183760205516,Programmer en langage C cours et exercices corrigés,"1,0","22,0",2022-02-27
990107183760205516,Programmer en langage C cours et exercices corrigés,"1,0","1,0",2022-03-01
990107183760205516,Programmer en langage C cours et exercices corrigés,"1,0","10,0",2022-03-07
990107184980205516,Fundamentals of database systems,"1,0","0,0",2018-03-13
990107184980205516,Fundamentals of database systems,"1,0","8,0",2019-06-28
990107184980205516,Fundamentals of database systems,"1,0","2,0",2020-02-27
990107191030205516,Mécanique,"2,0","22,0",2021-12-08
990107191030205516,Mécanique,"1,0","22,0",2021-12-19
990107191030205516,Mécanique,"1,0","22,0",2021-12-27
990107191030205516,Mécanique,"3,0","0,0",2022-01-11
990107191030205516,Mécanique,"1,0","1,0",2022-01-20
990107191030205516,Mécanique,"2,0","7,0",2022-01-31
990107191030205516,Mécanique,"1,0","32,0",2022-02-21
990107191030205516,Mécanique,"1,0","2,0",2022-03-10
990107195220205516,Physics for scientists and engineers with modern physics technology update,"1,0","9,0",2019-12-06
990107195220205516,Physics for scientists and engineers with modern physics technology update,"1,0","8,0",2020-10-06
990107195220205516,Physics for scientists and engineers with modern physics technology update,"1,0","11,0",2020-12-23
990107195220205516,Physics for scientists and engineers with modern physics technology update,"1,0","12,0",2021-10-14
990107195220205516,Physics for scientists and engineers with modern physics technology update,"1,0","1,0",2021-10-29
990107248570205516,"Calcul différentiel et intégral Tronc commun, Analyse I, 2016-2017","1,0","6,0",2017-11-13
990107248570205516,"Calcul différentiel et intégral Tronc commun, Analyse I, 2016-2017","1,0","12,0",2021-01-11
990107248570205516,"Calcul différentiel et intégral Tronc commun, Analyse I, 2016-2017","1,0","15,0",2021-02-23
990107248570205516,"Calcul différentiel et intégral Tronc commun, Analyse I, 2016-2017","1,0","25,0",2021-09-21
990107248570205516,"Calcul différentiel et intégral Tronc commun, Analyse I, 2016-2017","1,0","24,0",2021-11-26
990107248570205516,"Calcul différentiel et intégral Tronc commun, Analyse I, 2016-2017","1,0","22,0",2021-12-24
990107248570205516,"Calcul différentiel et intégral Tronc commun, Analyse I, 2016-2017","1,0","19,0",2022-01-29
990107248570205516,"Calcul différentiel et intégral Tronc commun, Analyse I, 2016-2017","1,0","25,0",2022-02-01
990107248570205516,"Calcul différentiel et intégral Tronc commun, Analyse I, 2016-2017","1,0","3,0",2022-02-17
990107248570205516,"Calcul différentiel et intégral Tronc commun, Analyse I, 2016-2017","1,0","20,0",2022-02-20
990107248570205516,"Calcul différentiel et intégral Tronc commun, Analyse I, 2016-2017","3,0","64,0",2022-02-21
990107248570205516,"Calcul différentiel et intégral Tronc commun, Analyse I, 2016-2017","1,0","13,0",2022-02-22
990107248570205516,"Calcul différentiel et intégral Tronc commun, Analyse I, 2016-2017","2,0","31,0",2022-02-23
990107248570205516,"Calcul différentiel et intégral Tronc commun, Analyse I, 2016-2017","1,0","0,0",2022-02-24
990107248570205516,"Calcul différentiel et intégral Tronc commun, Analyse I, 2016-2017","1,0","17,0",2022-03-07
990107248570205516,"Calcul différentiel et intégral Tronc commun, Analyse I, 2016-2017","1,0","20,0",2022-03-09
990107257530205516,Mécanique et thermodynamique,"1,0","20,0",2021-11-02
990107263020205516,Felder's elementary principles of chemical processes,"1,0","0,0",
990107263020205516,Felder's elementary principles of chemical processes,"2,0","7,0",2019-01-16
990107263020205516,Felder's elementary principles of chemical processes,"1,0","5,0",2020-03-09
990107263020205516,Felder's elementary principles of chemical processes,"1,0","3,0",2020-12-16
990107334820205516,Droit de l'architecte - Eléments de droit public polycopié à l'intention des étudiants de l'Ecole d'architecture de la Faculté ENAC,"1,0","0,0",
990107335140205516,Aménagements de cours d'eau Génie civil cycle master,"1,0","0,0",
990107335140205516,Aménagements de cours d'eau Génie civil cycle master,"1,0","4,0",2019-04-15
990107336210205516,CMS - Cours de physique semestre d'automne 2016-2017,"0,0","2,0",2020-12-09
990107343680205516,L'essentiel de la biologie cellulaire,"1,0","0,0",2020-01-09
990107343680205516,L'essentiel de la biologie cellulaire,"1,0","9,0",2021-10-02
990107343680205516,L'essentiel de la biologie cellulaire,"1,0","11,0",2021-11-19
990107353630205516,"BIM et architecture programmation, conception, construction, exploitation","1,0","0,0",
990107353630205516,"BIM et architecture programmation, conception, construction, exploitation","1,0","3,0",2021-09-17
990107353630205516,"BIM et architecture programmation, conception, construction, exploitation","1,0","11,0",2021-12-27
990107361160205516,Concrete and culture a material history,"1,0","15,0",2019-10-15
990107361160205516,Concrete and culture a material history,"1,0","2,0",2020-08-24
990107361160205516,Concrete and culture a material history,"1,0","2,0",2021-06-25
990107371000205516,Introduction to time series and forecasting,"1,0","0,0",
990107371000205516,Introduction to time series and forecasting,"1,0","8,0",2021-05-06
990107371000205516,Introduction to time series and forecasting,"1,0","9,0",2022-02-23
990107372180205516,"Wood and wood joints building traditions of Europe, Japan and China","2,0","0,0",
990107372180205516,"Wood and wood joints building traditions of Europe, Japan and China","1,0","14,0",2022-02-07
990107373850205516,Électronique,"1,0","18,0",2021-09-28
990107373850205516,Électronique,"2,0","23,0",2021-12-15
990107373850205516,Électronique,"1,0","0,0",2022-01-17
990107373850205516,Électronique,"1,0","17,0",2022-02-02
990107373850205516,Électronique,"1,0","19,0",2022-02-21
990107416330205516,Initiation à la physique quantique la matière et ses phénomènes,"1,0","7,0",2021-01-11
990107480570205516,Wave optics basic concepts and contemporary trends,"1,0","0,0",
990107480570205516,Wave optics basic concepts and contemporary trends,"1,0","2,0",2021-04-16
990107480570205516,Wave optics basic concepts and contemporary trends,"1,0","2,0",2021-04-22
990107493310205516,Programmer en Java,"1,0","8,0",2019-12-27
990107493310205516,Programmer en Java,"1,0","12,0",2020-01-13
990107493310205516,Programmer en Java,"1,0","14,0",2020-08-04
990107493310205516,Programmer en Java,"1,0","18,0",2021-01-20
990107493310205516,Programmer en Java,"1,0","9,0",2021-03-09
990107788350205516,Deep learning,"1,0","42,0",2021-12-10
990107788350205516,Deep learning,"1,0","40,0",2022-01-13
990107788350205516,Deep learning,"1,0","31,0",2022-02-03
990107788350205516,Deep learning,"1,0","45,0",2022-02-11
990107788350205516,Deep learning,"1,0","4,0",2022-02-27
990107788350205516,Deep learning,"1,0","47,0",2022-03-09
990107801680205516,Toujours l'informe ... géométrie d'Albrecht Dürer,"2,0","0,0",
990107801680205516,Toujours l'informe ... géométrie d'Albrecht Dürer,"1,0","5,0",2017-07-26
990107801680205516,Toujours l'informe ... géométrie d'Albrecht Dürer,"1,0","2,0",2019-07-19
990107816170205516,Classical Mechanics,"1,0","14,0",2022-02-25
990107950960205516,Géométrie vectorielle et analytique,"1,0","17,0",2021-12-16
990107950960205516,Géométrie vectorielle et analytique,"1,0","14,0",2022-01-21
990107950960205516,Géométrie vectorielle et analytique,"2,0","19,0",2022-02-14
990107950960205516,Géométrie vectorielle et analytique,"1,0","17,0",2022-02-16
990107990740205516,Engineering fluid mechanics,"2,0","27,0",2022-02-21
990107990740205516,Engineering fluid mechanics,"1,0","2,0",2022-03-11
990107992670205516,Aerodynamics for engineering students,"1,0","0,0",
990107992670205516,Aerodynamics for engineering students,"1,0","3,0",2020-01-03
990107992670205516,Aerodynamics for engineering students,"1,0","6,0",2022-02-03
990108006590205516,Computer networking a top-down approach,"1,0","22,0",2021-12-21
990108006590205516,Computer networking a top-down approach,"1,0","22,0",2021-12-30
990108006590205516,Computer networking a top-down approach,"1,0","19,0",2022-01-17
990108006590205516,Computer networking a top-down approach,"1,0","25,0",2022-01-24
990108006590205516,Computer networking a top-down approach,"1,0","22,0",2022-02-01
990108006590205516,Computer networking a top-down approach,"1,0","1,0",2022-02-17
990108120130205516,Fundamentals of nonparametric Bayesian inference,"2,0","0,0",
990108120130205516,Fundamentals of nonparametric Bayesian inference,"1,0","2,0",2020-07-07
990108136920205516,Lehninger principles of biochemistry,"1,0","0,0",
990108136920205516,Lehninger principles of biochemistry,"1,0","2,0",2021-02-04
990108136920205516,Lehninger principles of biochemistry,"1,0","1,0",2021-12-18
990108136920205516,Lehninger principles of biochemistry,"1,0","0,0",2022-02-10
990108136920205516,Lehninger principles of biochemistry,"1,0","3,0",2022-02-14
990108156770205516,Python data science handbook essential tools for working with data,"1,0","1,0",2022-01-20
990108156770205516,Python data science handbook essential tools for working with data,"1,0","31,0",2022-03-06
990108156770205516,Python data science handbook essential tools for working with data,"1,0","37,0",2022-03-10
990108253510205516,L'intelligence artificielle par la pratique,"2,0","18,0",2020-07-06
990108253510205516,L'intelligence artificielle par la pratique,"1,0","12,0",2020-07-10
990108253510205516,L'intelligence artificielle par la pratique,"1,0","10,0",2020-07-29
990108253510205516,L'intelligence artificielle par la pratique,"1,0","10,0",2020-08-05
990108253510205516,L'intelligence artificielle par la pratique,"1,0","8,0",2020-08-19
990108253510205516,L'intelligence artificielle par la pratique,"1,0","10,0",2020-08-20
990108253510205516,L'intelligence artificielle par la pratique,"1,0","18,0",2021-03-27
990108253510205516,L'intelligence artificielle par la pratique,"1,0","0,0",2021-05-26
990108253510205516,L'intelligence artificielle par la pratique,"1,0","11,0",2022-02-26
990108253510205516,L'intelligence artificielle par la pratique,"1,0","6,0",2022-03-14
990108331740205516,Résumé des notes du cours d'analyse 4,"1,0","0,0",2017-02-21
990108331740205516,Résumé des notes du cours d'analyse 4,"1,0","3,0",2021-12-29
990108331910205516,Physique du bâtiment III & IV [3 et 4] architectes 2ème année,"1,0","0,0",
990108351460205516,Introduction au génie des procédés ENV-201,"2,0","0,0",
990108372900205516,"Aldo Rossi e le forme del razionalismo esaltato Dai progetti scolastici alla città analoga, 1950-1973 dai progetti scolastici alla «città analoga», 1950-1973","1,0","0,0",2017-03-13
990108372900205516,"Aldo Rossi e le forme del razionalismo esaltato Dai progetti scolastici alla città analoga, 1950-1973 dai progetti scolastici alla «città analoga», 1950-1973","1,0","20,0",2020-06-16
990108372900205516,"Aldo Rossi e le forme del razionalismo esaltato Dai progetti scolastici alla città analoga, 1950-1973 dai progetti scolastici alla «città analoga», 1950-1973","1,0","13,0",2021-06-07
990108378670205516,Fundamentals of mobile data networks,"1,0","0,0",
990108378670205516,Fundamentals of mobile data networks,"1,0","1,0",2018-04-18
990108378670205516,Fundamentals of mobile data networks,"1,0","5,0",2018-08-06
990108378670205516,Fundamentals of mobile data networks,"1,0","6,0",2020-08-25
990108378670205516,Fundamentals of mobile data networks,"1,0","7,0",2022-02-23
990108378670205516,Fundamentals of mobile data networks,"1,0","11,0",2022-02-27
990108527680205516,CMS - Cours de physique semestre de printemps,"0,0","1,0",2020-12-09
990108528440205516,Cours sur la théorie et pratique des signaux et systèmes cours obligatoire destiné aux étudiants de microtechnique en 3ème année,"1,0","0,0",
990108528440205516,Cours sur la théorie et pratique des signaux et systèmes cours obligatoire destiné aux étudiants de microtechnique en 3ème année,"1,0","1,0",2020-07-28
990108528670205516,"La chimie II aspects fondamentaux de chimie, 2ème semestre 2016/2017, CMS-EPFL","1,0","0,0",
990108528670205516,"La chimie II aspects fondamentaux de chimie, 2ème semestre 2016/2017, CMS-EPFL","1,0","2,0",2020-01-23
990108596330205516,Robust and adaptive control,"1,0","0,0",
990108596330205516,Robust and adaptive control,"1,0","5,0",2019-05-13
990108596490205516,La mobilité en questions,"1,0","0,0",
990108596490205516,La mobilité en questions,"1,0","4,0",2018-07-06
990108596490205516,La mobilité en questions,"1,0","6,0",2019-05-23
990108596490205516,La mobilité en questions,"1,0","8,0",2019-11-01
990108596490205516,La mobilité en questions,"1,0","0,0",2021-07-13
990108596490205516,La mobilité en questions,"1,0","8,0",2021-10-02
990108596490205516,La mobilité en questions,"1,0","5,0",2022-01-10
990108596490205516,La mobilité en questions,"1,0","10,0",2022-03-10
990108596580205516,"Les paradoxes de la mobilité bouger, s'enraciner","1,0","0,0",
990108596580205516,"Les paradoxes de la mobilité bouger, s'enraciner","1,0","9,0",2021-10-18
990108596580205516,"Les paradoxes de la mobilité bouger, s'enraciner","1,0","19,0",2022-02-25
990108596580205516,"Les paradoxes de la mobilité bouger, s'enraciner","1,0","8,0",2022-02-27
990108596580205516,"Les paradoxes de la mobilité bouger, s'enraciner","1,0","0,0",2022-03-09
990108601260205516,Brock biology of microorganisms,"1,0","0,0",
990108601260205516,Brock biology of microorganisms,"1,0","3,0",2020-08-14
990108601260205516,Brock biology of microorganisms,"1,0","4,0",2022-02-21
990108601260205516,Brock biology of microorganisms,"1,0","3,0",2022-03-02
990108601260205516,Brock biology of microorganisms,"1,0","3,0",2022-03-10
990108644880205516,About face the essentials of interaction design,"1,0","2,0",2018-06-07
990108644880205516,About face the essentials of interaction design,"1,0","6,0",2020-06-18
990108644880205516,About face the essentials of interaction design,"1,0","4,0",2021-02-22
990108662570205516,Analyse du cycle de vie comprendre et réaliser un écobilan,"1,0","7,0",2019-12-04
990108662570205516,Analyse du cycle de vie comprendre et réaliser un écobilan,"1,0","2,0",2021-08-04
990108662570205516,Analyse du cycle de vie comprendre et réaliser un écobilan,"1,0","9,0",2021-11-05
990108662570205516,Analyse du cycle de vie comprendre et réaliser un écobilan,"1,0","9,0",2022-02-21
990108730220205516,Fundamentals of Power Electronics,"1,0","0,0",
990108730220205516,Fundamentals of Power Electronics,"1,0","4,0",2021-02-26
990108730220205516,Fundamentals of Power Electronics,"1,0","4,0",2022-03-03
990108753170205516,Electromagnetic time reversal application to electromagnetic compatibility and power systems,"2,0","0,0",
990108753170205516,Electromagnetic time reversal application to electromagnetic compatibility and power systems,"1,0","1,0",2017-12-21
990108753170205516,Electromagnetic time reversal application to electromagnetic compatibility and power systems,"1,0","3,0",2020-07-20
990108812870205516,Time series analysis and its applications with R examples,"1,0","0,0",2018-06-05
990108812870205516,Time series analysis and its applications with R examples,"1,0","9,0",2022-01-16
990108812870205516,Time series analysis and its applications with R examples,"1,0","11,0",2022-03-02
990108848830205516,Introduction à la mécanique quantique cours et exercices corrigés,"1,0","11,0",2020-08-04
990108848830205516,Introduction à la mécanique quantique cours et exercices corrigés,"1,0","11,0",2020-08-20
990108848830205516,Introduction à la mécanique quantique cours et exercices corrigés,"1,0","16,0",2021-09-28
990108848830205516,Introduction à la mécanique quantique cours et exercices corrigés,"1,0","14,0",2021-10-01
990108871150205516,Génétique I divisons cellulaires [sic] : transmission des caractères héréditaires : des facteurs héréditaires de G. Mendel à la théorie chromosomique de T.-H. Morgan,"1,0","0,0",
990108871150205516,Génétique I divisons cellulaires [sic] : transmission des caractères héréditaires : des facteurs héréditaires de G. Mendel à la théorie chromosomique de T.-H. Morgan,"1,0","6,0",2019-10-02
990108929930205516,Case in point complete case interview preparation,"1,0","25,0",2021-03-23
990108929930205516,Case in point complete case interview preparation,"1,0","36,0",2021-09-06
990109047860205516,"Le management du projet de construction un vademecum d'économie, de droit et de planification pour le bâtiment","1,0","0,0",2017-12-06
990109047860205516,"Le management du projet de construction un vademecum d'économie, de droit et de planification pour le bâtiment","1,0","12,0",2019-10-28
990109047860205516,"Le management du projet de construction un vademecum d'économie, de droit et de planification pour le bâtiment","1,0","9,0",2019-11-08
990109047860205516,"Le management du projet de construction un vademecum d'économie, de droit et de planification pour le bâtiment","1,0","8,0",2021-09-24
990109066950205516,Principes de chimie,"1,0","8,0",2019-10-10
990109066950205516,Principes de chimie,"1,0","12,0",2021-01-11
990109066950205516,Principes de chimie,"1,0","0,0",2021-01-13
990109066950205516,Principes de chimie,"1,0","11,0",2021-09-11
990109066950205516,Principes de chimie,"1,0","20,0",2021-11-17
990109066950205516,Principes de chimie,"1,0","14,0",2021-12-23
990109067490205516,Chimie générale,"3,0","0,0",
990109067490205516,Chimie générale,"1,0","1,0",2021-10-08
990109067490205516,Chimie générale,"1,0","2,0",2021-12-23
990109068490205516,Fundamentals of materials science and engineering an integrated approach,"1,0","1,0",2017-12-27
990109068490205516,Fundamentals of materials science and engineering an integrated approach,"1,0","3,0",2022-01-24
990109068630205516,Matériaux composites,"1,0","5,0",2019-11-06
990109068630205516,Matériaux composites,"1,0","0,0",2020-07-21
990109068630205516,Matériaux composites,"1,0","8,0",2020-08-04
990109068690205516,Principles of electronic materials and devices,"1,0","11,0",2020-02-26
990109068690205516,Principles of electronic materials and devices,"1,0","4,0",2020-03-04
990109181560205516,Electricité exercices et méthodes,"1,0","0,0",
990109181560205516,Electricité exercices et méthodes,"1,0","2,0",2022-01-25
990109181560205516,Electricité exercices et méthodes,"1,0","3,0",2022-01-26
990109181560205516,Electricité exercices et méthodes,"1,0","3,0",2022-01-27
990109181560205516,Electricité exercices et méthodes,"1,0","2,0",2022-02-14
990109182350205516,Identification spectrométrique de composés organiques,"1,0","0,0",2018-02-26
990109182350205516,Identification spectrométrique de composés organiques,"1,0","6,0",2019-06-24
990109182350205516,Identification spectrométrique de composés organiques,"1,0","8,0",2020-07-31
990109182350205516,Identification spectrométrique de composés organiques,"1,0","4,0",2020-09-24
990109182350205516,Identification spectrométrique de composés organiques,"1,0","6,0",2021-10-18
990109184000205516,"Geochemistry, groundwater and pollution","2,0","0,0",
990109184000205516,"Geochemistry, groundwater and pollution","1,0","1,0",2018-10-01
990109184000205516,"Geochemistry, groundwater and pollution","1,0","7,0",2020-02-27
990109197180205516,The art of electronics,"1,0","0,0",
990109197180205516,The art of electronics,"1,0","24,0",2021-12-29
990109236660205516,Sociologie des villes,"1,0","0,0",
990109236660205516,Sociologie des villes,"1,0","1,0",2021-10-13
990109236660205516,Sociologie des villes,"1,0","1,0",2022-02-24
990109238350205516,Les familles de Revit pour le BIM,"1,0","0,0",
990109238350205516,Les familles de Revit pour le BIM,"1,0","3,0",2019-09-02
990109238350205516,Les familles de Revit pour le BIM,"1,0","3,0",2021-09-21
990109250590205516,Unit operations of chemical engineering,"2,0","0,0",
990109250590205516,Unit operations of chemical engineering,"1,0","3,0",2022-02-21
990109282220205516,L'art invisible,"1,0","3,0",2019-04-11
990109287210205516,Introduction to electrodynamics,"1,0","0,0",
990109287210205516,Introduction to electrodynamics,"1,0","8,0",2021-09-29
990109287210205516,Introduction to electrodynamics,"1,0","20,0",2021-11-02
990109287210205516,Introduction to electrodynamics,"1,0","11,0",2021-12-23
990109287210205516,Introduction to electrodynamics,"1,0","9,0",2022-01-04
990109287210205516,Introduction to electrodynamics,"1,0","16,0",2022-01-29
990109287210205516,Introduction to electrodynamics,"1,0","19,0",2022-02-02
990109338970205516,Principles of microeconomics,"1,0","11,0",2020-12-10
990109338970205516,Principles of microeconomics,"2,0","22,0",2022-03-07
990109354450205516,A prescription for change the looming crisis in drug development,"2,0","0,0",
990109500760205516,Suburban polarity,"1,0","0,0",
990109500760205516,Suburban polarity,"1,0","4,0",2019-05-20
990109500760205516,Suburban polarity,"1,0","4,0",2019-11-27
990109500760205516,Suburban polarity,"1,0","5,0",2021-01-04
990109500760205516,Suburban polarity,"1,0","6,0",2021-03-03
990109500760205516,Suburban polarity,"1,0","5,0",2021-11-23
990109501430205516,Analyse complexe,"1,0","0,0",
990109501430205516,Analyse complexe,"1,0","15,0",2021-03-18
990109501430205516,Analyse complexe,"1,0","11,0",2021-11-16
990109501430205516,Analyse complexe,"1,0","12,0",2022-03-10
990109502500205516,"Applications des mathématiques la boîte à outils : bases théoriques, exemples et exercices résolus","1,0","6,0",2022-01-19
990109502500205516,"Applications des mathématiques la boîte à outils : bases théoriques, exemples et exercices résolus","1,0","3,0",2022-03-13
