MMS Id,Title,Num of Items (In Repository),Num of Loans (Not In House),Last Loan Date (calendar)
990012159460205516,La perspective et le plaisir de dessiner = Perspektive und die Freude am Zeichnen,"1,0","2,0",2021-11-18
990012159460205516,La perspective et le plaisir de dessiner = Perspektive und die Freude am Zeichnen,"1,0","1,0",2022-02-25
990013517900205516,Quantum mechanics and experience,"1,0","0,0",
990013517900205516,Quantum mechanics and experience,"1,0","4,0",2018-10-24
990013517900205516,Quantum mechanics and experience,"1,0","4,0",2019-01-30
990013653900205516,Mathématiques terminale D analyse,"0,0","33,0",2018-05-07
990013653900205516,Mathématiques terminale D analyse,"0,0","43,0",2018-06-25
990013653900205516,Mathématiques terminale D analyse,"0,0","48,0",2018-08-06
990013653900205516,Mathématiques terminale D analyse,"0,0","0,0",2018-12-27
990013654300205516,Géométrie descriptive,"0,0","0,0",
990013654300205516,Géométrie descriptive,"0,0","27,0",2020-02-17
990013654300205516,Géométrie descriptive,"0,0","25,0",2021-01-18
990013658980205516,2000 problèmes résolus,"1,0","56,0",2019-01-28
990013658980205516,2000 problèmes résolus,"1,0","29,0",2021-10-18
990013658980205516,2000 problèmes résolus,"1,0","20,0",2021-10-25
990013659310205516,1000 problèmes résolus,"1,0","46,0",2019-05-20
990013659310205516,1000 problèmes résolus,"1,0","16,0",2019-05-29
990013659310205516,1000 problèmes résolus,"1,0","1,0",2022-02-16
990013681050205516,Algèbre linéaire et géométrie vectorielle [...] exercices résolus,"1,0","1,0",
990013681050205516,Algèbre linéaire et géométrie vectorielle [...] exercices résolus,"1,0","1,0",2012-06-14
990013681050205516,Algèbre linéaire et géométrie vectorielle [...] exercices résolus,"1,0","80,0",2017-10-23
990013681050205516,Algèbre linéaire et géométrie vectorielle [...] exercices résolus,"1,0","68,0",2019-01-28
990013681050205516,Algèbre linéaire et géométrie vectorielle [...] exercices résolus,"1,0","59,0",2019-02-28
990013681050205516,Algèbre linéaire et géométrie vectorielle [...] exercices résolus,"1,0","68,0",2020-01-27
990013681050205516,Algèbre linéaire et géométrie vectorielle [...] exercices résolus,"1,0","81,0",2020-12-14
990013681050205516,Algèbre linéaire et géométrie vectorielle [...] exercices résolus,"1,0","71,0",2021-11-23
990013712550205516,Basic thermodynamics,"0,0","20,0",2016-08-16
990013712550205516,Basic thermodynamics,"0,0","4,0",2016-09-23
990013712550205516,Basic thermodynamics,"0,0","21,0",2019-06-03
990013712550205516,Basic thermodynamics,"0,0","18,0",2020-02-25
990013712550205516,Basic thermodynamics,"0,0","11,0",2020-07-20
990013722600205516,Differential forms and applications,"1,0","0,0",
990013722600205516,Differential forms and applications,"1,0","15,0",2019-04-10
990013722600205516,Differential forms and applications,"1,0","4,0",2019-04-29
990013722600205516,Differential forms and applications,"1,0","15,0",2019-10-10
990013722600205516,Differential forms and applications,"1,0","28,0",2021-01-27
990013774970205516,Analyse 1re année,"0,0","44,0",2019-11-20
990013774970205516,Analyse 1re année,"0,0","41,0",2019-12-02
990013810710205516,Power system stability and control,"1,0","0,0",2013-05-03
990013810710205516,Power system stability and control,"1,0","52,0",2020-07-31
990013810710205516,Power system stability and control,"1,0","53,0",2020-08-31
990013821160205516,Algèbre linéaire cours et problèmes,"1,0","48,0",2011-12-07
990013821160205516,Algèbre linéaire cours et problèmes,"1,0","12,0",2014-11-20
990013821160205516,Algèbre linéaire cours et problèmes,"1,0","48,0",2016-01-14
990013821160205516,Algèbre linéaire cours et problèmes,"1,0","56,0",2016-04-14
990013821160205516,Algèbre linéaire cours et problèmes,"1,0","49,0",2016-05-17
990013821160205516,Algèbre linéaire cours et problèmes,"1,0","39,0",2017-01-23
990013821160205516,Algèbre linéaire cours et problèmes,"0,0","53,0",2017-01-31
990013821160205516,Algèbre linéaire cours et problèmes,"1,0","56,0",2018-11-29
990013821160205516,Algèbre linéaire cours et problèmes,"1,0","24,0",2019-10-16
990013821160205516,Algèbre linéaire cours et problèmes,"1,0","8,0",2019-12-09
990013821160205516,Algèbre linéaire cours et problèmes,"0,0","49,0",2020-01-21
990013821160205516,Algèbre linéaire cours et problèmes,"1,0","17,0",2021-09-11
990013821160205516,Algèbre linéaire cours et problèmes,"1,0","61,0",2022-02-15
990013845970205516,"Comprendre et appliquer l'électrostatique cours, exercices","0,0","58,0",2017-06-13
990013845970205516,"Comprendre et appliquer l'électrostatique cours, exercices","0,0","43,0",2018-11-07
990013845970205516,"Comprendre et appliquer l'électrostatique cours, exercices","0,0","43,0",2020-12-18
990013849700205516,Linear algebra an introduction with applications,"1,0","26,0",2019-02-22
990013849700205516,Linear algebra an introduction with applications,"2,0","44,0",2020-12-23
990013849700205516,Linear algebra an introduction with applications,"1,0","0,0",2021-11-04
990013849700205516,Linear algebra an introduction with applications,"1,0","29,0",2021-11-16
990013989020205516,Modern architecture a critical history,"1,0","1,0",
990013989020205516,Modern architecture a critical history,"1,0","44,0",2017-12-12
990013989020205516,Modern architecture a critical history,"1,0","34,0",2019-11-21
990014013830205516,Auguste Perret la théorie et l'oeuvre,"1,0","1,0",2021-01-11
990014013830205516,Auguste Perret la théorie et l'oeuvre,"1,0","136,0",2022-01-17
990014013830205516,Auguste Perret la théorie et l'oeuvre,"1,0","93,0",2022-02-24
990014137770205516,Engineering mechanics of composite materials,"1,0","0,0",
990014143760205516,Delirious New York a retroactive manifesto for Manhattan,"1,0","30,0",2022-02-17
990014143760205516,Delirious New York a retroactive manifesto for Manhattan,"1,0","71,0",2022-03-02
990014143760205516,Delirious New York a retroactive manifesto for Manhattan,"1,0","11,0",2022-03-03
990014181840205516,Vibration problems in structures practical guidelines,"1,0","0,0",
990014181840205516,Vibration problems in structures practical guidelines,"1,0","17,0",2015-04-24
990014181840205516,Vibration problems in structures practical guidelines,"1,0","23,0",2017-09-12
990014181840205516,Vibration problems in structures practical guidelines,"1,0","1,0",2018-12-07
990014230760205516,"Les broches, étude dynamique","1,0","11,0",2002-07-12
990014230760205516,"Les broches, étude dynamique","1,0","20,0",2019-07-15
990014230760205516,"Les broches, étude dynamique","1,0","14,0",2021-03-25
990014309660205516,"Mécanique, points matériels, solides, fluides avec 250 exercices et problèmes résolus","1,0","0,0",2008-12-08
990014309660205516,"Mécanique, points matériels, solides, fluides avec 250 exercices et problèmes résolus","1,0","64,0",2020-01-20
990014326830205516,Compléments d'analyse,"0,0","23,0",2000-08-07
990014327270205516,Topologie cours et problèmes,"0,0","44,0",2019-06-20
990014327360205516,Matrix analysis,"1,0","45,0",2016-07-05
990014327360205516,Matrix analysis,"1,0","0,0",2019-08-15
990014327360205516,Matrix analysis,"1,0","48,0",2020-03-16
990014328180205516,Diffusion et transport de matière dans les solides,"0,0","5,0",2009-06-26
990014328180205516,Diffusion et transport de matière dans les solides,"0,0","7,0",2009-10-28
990014328180205516,Diffusion et transport de matière dans les solides,"3,0","14,0",2022-02-11
990014374140205516,Analyse de Fourier et application aux problèmes de valeurs aux limites cours et problèmes,"0,0","0,0",
990014374140205516,Analyse de Fourier et application aux problèmes de valeurs aux limites cours et problèmes,"0,0","30,0",2013-11-22
990014374140205516,Analyse de Fourier et application aux problèmes de valeurs aux limites cours et problèmes,"0,0","50,0",2015-10-28
990014374140205516,Analyse de Fourier et application aux problèmes de valeurs aux limites cours et problèmes,"0,0","25,0",2016-03-14
990014381570205516,Suites et séries,"0,0","0,0",
990014381570205516,Suites et séries,"0,0","26,0",2017-11-08
990014381570205516,Suites et séries,"0,0","18,0",2018-01-15
990014381570205516,Suites et séries,"0,0","27,0",2018-10-02
990014381570205516,Suites et séries,"0,0","28,0",2018-10-25
990014385560205516,La poétique de l'espace,"0,0","19,0",2020-06-15
990014385560205516,La poétique de l'espace,"1,0","29,0",2021-10-22
990014385560205516,La poétique de l'espace,"1,0","31,0",2021-10-29
990014411380205516,Form follows fiction écrits d'architecture fin de siècle,"1,0","0,0",2013-03-20
990014411380205516,Form follows fiction écrits d'architecture fin de siècle,"1,0","12,0",2016-11-22
990014411380205516,Form follows fiction écrits d'architecture fin de siècle,"1,0","46,0",2017-12-27
990014411380205516,Form follows fiction écrits d'architecture fin de siècle,"1,0","22,0",2020-03-13
990014411430205516,Ombres et lumières un manuel de tracé et de rendu qui considère l'architecture comme une machine optique,"1,0","2,0",2016-12-08
990014411430205516,Ombres et lumières un manuel de tracé et de rendu qui considère l'architecture comme une machine optique,"1,0","3,0",2016-12-21
990014411430205516,Ombres et lumières un manuel de tracé et de rendu qui considère l'architecture comme une machine optique,"1,0","0,0",2017-10-09
990014411430205516,Ombres et lumières un manuel de tracé et de rendu qui considère l'architecture comme une machine optique,"1,0","4,0",2018-09-25
990014411430205516,Ombres et lumières un manuel de tracé et de rendu qui considère l'architecture comme une machine optique,"1,0","6,0",2021-11-25
990014438660205516,Machine elements in mechanical design,"1,0","0,0",
990014438660205516,Machine elements in mechanical design,"1,0","10,0",2010-12-23
990014438660205516,Machine elements in mechanical design,"1,0","20,0",2019-08-19
990014438660205516,Machine elements in mechanical design,"1,0","12,0",2021-02-08
990014459570205516,Construction métallique exemples numériques adaptés aux Eurocodes,"1,0","0,0",
990014459570205516,Construction métallique exemples numériques adaptés aux Eurocodes,"1,0","12,0",2002-12-13
990014459570205516,Construction métallique exemples numériques adaptés aux Eurocodes,"1,0","6,0",2006-03-21
990014459570205516,Construction métallique exemples numériques adaptés aux Eurocodes,"1,0","10,0",2016-05-17
990014459570205516,Construction métallique exemples numériques adaptés aux Eurocodes,"1,0","30,0",2016-06-29
990014459570205516,Construction métallique exemples numériques adaptés aux Eurocodes,"1,0","10,0",2016-10-26
990014459570205516,Construction métallique exemples numériques adaptés aux Eurocodes,"1,0","9,0",2017-03-20
990014459570205516,Construction métallique exemples numériques adaptés aux Eurocodes,"1,0","5,0",2019-02-06
990014459570205516,Construction métallique exemples numériques adaptés aux Eurocodes,"1,0","8,0",2019-11-29
990014459570205516,Construction métallique exemples numériques adaptés aux Eurocodes,"1,0","9,0",2020-01-30
990014459570205516,Construction métallique exemples numériques adaptés aux Eurocodes,"1,0","8,0",2020-05-06
990014459570205516,Construction métallique exemples numériques adaptés aux Eurocodes,"1,0","11,0",2020-06-29
990014474280205516,Variables complexes cours et problèmes,"1,0","45,0",2017-02-09
990014474280205516,Variables complexes cours et problèmes,"1,0","45,0",2017-05-31
990014475000205516,Géométrie descriptive cours et exercices,"3,0","4,0",
990014475000205516,Géométrie descriptive cours et exercices,"1,0","11,0",2015-03-23
990014475000205516,Géométrie descriptive cours et exercices,"1,0","16,0",2015-12-03
990014475000205516,Géométrie descriptive cours et exercices,"0,0","30,0",2017-11-01
990014475000205516,Géométrie descriptive cours et exercices,"1,0","24,0",2017-11-08
990014475000205516,Géométrie descriptive cours et exercices,"0,0","20,0",2018-01-30
990014475000205516,Géométrie descriptive cours et exercices,"0,0","16,0",2019-01-21
990014475000205516,Géométrie descriptive cours et exercices,"0,0","30,0",2021-01-18
990014475000205516,Géométrie descriptive cours et exercices,"1,0","18,0",2022-01-26
990014534890205516,Physique et technologie des semiconducteurs,"1,0","0,0",
990014534890205516,Physique et technologie des semiconducteurs,"0,0","22,0",2003-07-02
990014534890205516,Physique et technologie des semiconducteurs,"1,0","2,0",2016-07-18
990014534890205516,Physique et technologie des semiconducteurs,"1,0","4,0",2016-12-05
990014534890205516,Physique et technologie des semiconducteurs,"1,0","9,0",2017-06-19
990014534890205516,Physique et technologie des semiconducteurs,"1,0","1,0",2018-06-15
990014535100205516,La cavitation mécanismes physiques et aspects industriels,"1,0","13,0",2013-01-21
990014535100205516,La cavitation mécanismes physiques et aspects industriels,"1,0","27,0",2018-01-30
990014535100205516,La cavitation mécanismes physiques et aspects industriels,"1,0","24,0",2018-03-01
990014535100205516,La cavitation mécanismes physiques et aspects industriels,"1,0","24,0",2020-01-29
990014535100205516,La cavitation mécanismes physiques et aspects industriels,"1,0","33,0",2020-01-30
990014535100205516,La cavitation mécanismes physiques et aspects industriels,"1,0","15,0",2020-02-03
990014535100205516,La cavitation mécanismes physiques et aspects industriels,"1,0","32,0",2021-09-01
990014547820205516,Vers une architecture,"1,0","4,0",2018-04-27
990014547820205516,Vers une architecture,"1,0","44,0",2020-01-13
990014547820205516,Vers une architecture,"1,0","44,0",2022-03-09
990014596280205516,Turbulence the legacy of A.N. Kolmogorov,"1,0","45,0",2020-08-28
990014628550205516,Thermodynamics and statistical mechanics,"0,0","46,0",2017-03-06
990014628550205516,Thermodynamics and statistical mechanics,"0,0","9,0",2019-12-20
990014634740205516,Abstract algebra,"1,0","1,0",
990014634740205516,Abstract algebra,"1,0","20,0",2019-12-11
990014634740205516,Abstract algebra,"1,0","30,0",2021-10-05
990014634740205516,Abstract algebra,"1,0","15,0",2021-10-06
990014649490205516,The Manhattan transcripts,"1,0","61,0",2020-01-07
990014649490205516,The Manhattan transcripts,"1,0","35,0",2021-12-27
990014712680205516,Hydrodynamique une introduction,"1,0","1,0",2007-11-08
990014712680205516,Hydrodynamique une introduction,"1,0","63,0",2018-03-07
990014712680205516,Hydrodynamique une introduction,"1,0","16,0",2018-04-11
990014788360205516,Biochemical engineering,"1,0","0,0",2011-01-24
990014788360205516,Biochemical engineering,"1,0","25,0",2012-01-19
990014788360205516,Biochemical engineering,"1,0","35,0",2022-02-25
990014788360205516,Biochemical engineering,"1,0","5,0",2022-03-04
990014798870205516,An introduction to the mechanical properties of solid polymers,"1,0","12,0",2012-10-23
990014798870205516,An introduction to the mechanical properties of solid polymers,"1,0","1,0",2018-03-02
990014798870205516,An introduction to the mechanical properties of solid polymers,"1,0","2,0",2019-12-16
990014888620205516,Mécanique,"1,0","22,0",2017-03-29
990014888620205516,Mécanique,"1,0","82,0",2021-12-23
990014888620205516,Mécanique,"1,0","78,0",2022-03-09
990014888780205516,Ondes,"0,0","6,0",2015-03-23
990014888880205516,Chaleur,"0,0","9,0",2015-03-23
990014953570205516,An introduction to quantum field theory,"1,0","17,0",2020-07-29
990014953570205516,An introduction to quantum field theory,"1,0","103,0",2021-09-24
990014953570205516,An introduction to quantum field theory,"1,0","61,0",2021-10-24
990014953570205516,An introduction to quantum field theory,"1,0","57,0",2021-11-30
990014953570205516,An introduction to quantum field theory,"1,0","0,0",2022-01-11
990014953570205516,An introduction to quantum field theory,"1,0","18,0",2022-01-17
990014953570205516,An introduction to quantum field theory,"1,0","18,0",2022-02-21
990014953570205516,An introduction to quantum field theory,"1,0","95,0",2022-03-02
990014953570205516,An introduction to quantum field theory,"1,0","4,0",2022-03-14
990015068710205516,Electricité 201,"0,0","28,0",2015-11-25
990015068710205516,Electricité 201,"0,0","29,0",2016-01-15
990015068710205516,Electricité 201,"0,0","0,0",2018-10-24
990015068710205516,Electricité 201,"0,0","23,0",2020-02-24
990015119920205516,Introduction à l'électrotechnique,"1,0","38,0",2009-04-07
990015119920205516,Introduction à l'électrotechnique,"1,0","42,0",2012-01-10
990015119920205516,Introduction à l'électrotechnique,"1,0","38,0",2012-03-19
990015119920205516,Introduction à l'électrotechnique,"1,0","32,0",2012-07-03
990015119920205516,Introduction à l'électrotechnique,"1,0","28,0",2012-11-19
990015119920205516,Introduction à l'électrotechnique,"1,0","34,0",2015-01-27
990015119920205516,Introduction à l'électrotechnique,"1,0","39,0",2015-02-11
990015119920205516,Introduction à l'électrotechnique,"1,0","33,0",2016-12-21
990015119920205516,Introduction à l'électrotechnique,"1,0","18,0",2018-01-25
990015119920205516,Introduction à l'électrotechnique,"1,0","39,0",2018-09-26
990015119920205516,Introduction à l'électrotechnique,"1,0","29,0",2018-10-19
990015119920205516,Introduction à l'électrotechnique,"1,0","15,0",2019-02-12
990015119920205516,Introduction à l'électrotechnique,"1,0","47,0",2020-01-14
990015119920205516,Introduction à l'électrotechnique,"1,0","44,0",2020-01-24
990015119920205516,Introduction à l'électrotechnique,"0,0","33,0",2020-12-10
990015119920205516,Introduction à l'électrotechnique,"0,0","28,0",2021-01-25
990015119920205516,Introduction à l'électrotechnique,"1,0","15,0",2021-12-24
990015119970205516,Analyse et synthèse des systèmes logiques,"0,0","22,0",2011-11-23
990015119970205516,Analyse et synthèse des systèmes logiques,"0,0","36,0",2015-05-28
990015243390205516,Théorie et traitement des signaux,"1,0","0,0",
990015243390205516,Théorie et traitement des signaux,"1,0","41,0",2016-04-04
990015243390205516,Théorie et traitement des signaux,"1,0","50,0",2018-08-31
990015243390205516,Théorie et traitement des signaux,"1,0","52,0",2018-12-17
990015243390205516,Théorie et traitement des signaux,"1,0","17,0",2019-06-05
990015260530205516,Traitant surtout de l'électromagnétisme et de la matière,"1,0","42,0",2014-10-22
990015260530205516,Traitant surtout de l'électromagnétisme et de la matière,"0,0","11,0",2015-03-25
990015260530205516,Traitant surtout de l'électromagnétisme et de la matière,"0,0","36,0",2015-12-10
990015260530205516,Traitant surtout de l'électromagnétisme et de la matière,"1,0","5,0",2016-02-18
990015260530205516,Traitant surtout de l'électromagnétisme et de la matière,"1,0","0,0",2016-10-11
990015260530205516,Traitant surtout de l'électromagnétisme et de la matière,"1,0","52,0",2017-01-24
990015260530205516,Traitant surtout de l'électromagnétisme et de la matière,"1,0","19,0",2017-12-13
990015260530205516,Traitant surtout de l'électromagnétisme et de la matière,"1,0","44,0",2017-12-14
990015260530205516,Traitant surtout de l'électromagnétisme et de la matière,"1,0","48,0",2017-12-15
990015260530205516,Traitant surtout de l'électromagnétisme et de la matière,"1,0","6,0",2017-12-29
990015260530205516,Traitant surtout de l'électromagnétisme et de la matière,"1,0","14,0",2018-06-25
990015260530205516,Traitant surtout de l'électromagnétisme et de la matière,"1,0","10,0",2018-07-02
990015260530205516,Traitant surtout de l'électromagnétisme et de la matière,"1,0","41,0",2018-09-13
990015260530205516,Traitant surtout de l'électromagnétisme et de la matière,"1,0","4,0",2018-10-16
990015260530205516,Traitant surtout de l'électromagnétisme et de la matière,"0,0","62,0",2018-11-02
990015260530205516,Traitant surtout de l'électromagnétisme et de la matière,"1,0","23,0",2018-12-13
990015260530205516,Traitant surtout de l'électromagnétisme et de la matière,"1,0","37,0",2018-12-21
990015260530205516,Traitant surtout de l'électromagnétisme et de la matière,"1,0","53,0",2019-05-06
990015260530205516,Traitant surtout de l'électromagnétisme et de la matière,"1,0","44,0",2019-05-15
990015260530205516,Traitant surtout de l'électromagnétisme et de la matière,"1,0","38,0",2019-06-17
990015260530205516,Traitant surtout de l'électromagnétisme et de la matière,"0,0","1,0",2019-10-07
990015260530205516,Traitant surtout de l'électromagnétisme et de la matière,"1,0","41,0",2020-12-16
990015260530205516,Traitant surtout de l'électromagnétisme et de la matière,"1,0","44,0",2020-12-21
990015260530205516,Traitant surtout de l'électromagnétisme et de la matière,"1,0","48,0",2021-10-01
990015260530205516,Traitant surtout de l'électromagnétisme et de la matière,"1,0","42,0",2021-11-01
990015260530205516,Traitant surtout de l'électromagnétisme et de la matière,"1,0","15,0",2021-11-22
990015260530205516,Traitant surtout de l'électromagnétisme et de la matière,"1,0","56,0",2021-12-24
990015260530205516,Traitant surtout de l'électromagnétisme et de la matière,"1,0","24,0",2022-01-27
990015260530205516,Traitant surtout de l'électromagnétisme et de la matière,"1,0","47,0",2022-01-29
990015260530205516,Traitant surtout de l'électromagnétisme et de la matière,"1,0","13,0",2022-01-31
990015313470205516,Du Moyen Âge à la Renaissance (IVe siècle - début XVIe siècle),"1,0","0,0",2013-01-17
990015313470205516,Du Moyen Âge à la Renaissance (IVe siècle - début XVIe siècle),"1,0","12,0",2015-06-22
990015313470205516,Du Moyen Âge à la Renaissance (IVe siècle - début XVIe siècle),"1,0","17,0",2017-11-09
990015313470205516,Du Moyen Âge à la Renaissance (IVe siècle - début XVIe siècle),"1,0","13,0",2018-02-02
990015313470205516,Du Moyen Âge à la Renaissance (IVe siècle - début XVIe siècle),"1,0","19,0",2020-07-21
990015313470205516,Du Moyen Âge à la Renaissance (IVe siècle - début XVIe siècle),"2,0","33,0",2021-06-11
990015362170205516,Polymer microscopy,"1,0","5,0",2010-01-25
990015362170205516,Polymer microscopy,"1,0","1,0",2011-06-24
990015362170205516,Polymer microscopy,"1,0","12,0",2013-07-09
990015362170205516,Polymer microscopy,"1,0","5,0",2015-01-08
990015363440205516,Géométrie,"1,0","0,0",2013-07-26
990015363440205516,Géométrie,"1,0","12,0",2014-06-13
990015363440205516,Géométrie,"1,0","5,0",2019-09-20
990015363440205516,Géométrie,"1,0","5,0",2021-05-10
990015363440205516,Géométrie,"1,0","13,0",2021-11-25
990015396620205516,Systèmes de télécommunications,"1,0","39,0",2014-06-17
990015396720205516,Filtres électriques,"1,0","19,0",2004-02-26
990015396720205516,Filtres électriques,"1,0","12,0",2013-01-15
990015396720205516,Filtres électriques,"1,0","15,0",2016-11-18
990015396720205516,Filtres électriques,"1,0","18,0",2017-03-17
990015396720205516,Filtres électriques,"1,0","18,0",2017-03-28
990015396720205516,Filtres électriques,"1,0","15,0",2019-01-29
990015396720205516,Filtres électriques,"1,0","19,0",2019-01-31
990015396720205516,Filtres électriques,"1,0","29,0",2019-06-05
990015396720205516,Filtres électriques,"1,0","15,0",2022-03-01
990015430600205516,Anisotropic elasticity theory and applications,"1,0","13,0",2018-05-22
990015430600205516,Anisotropic elasticity theory and applications,"1,0","5,0",2020-08-12
990015430600205516,Anisotropic elasticity theory and applications,"1,0","27,0",2020-09-25
990015430600205516,Anisotropic elasticity theory and applications,"1,0","18,0",2021-08-06
990015452150205516,Analyse vectorielle,"1,0","50,0",2018-08-16
990015452150205516,Analyse vectorielle,"0,0","24,0",2018-12-17
990015452150205516,Analyse vectorielle,"1,0","53,0",2019-05-13
990015452150205516,Analyse vectorielle,"1,0","10,0",2019-09-06
990015452150205516,Analyse vectorielle,"1,0","32,0",2019-10-07
990015452150205516,Analyse vectorielle,"1,0","51,0",2020-01-09
990015452150205516,Analyse vectorielle,"0,0","15,0",2020-01-27
990015452150205516,Analyse vectorielle,"1,0","34,0",2020-02-18
990015452150205516,Analyse vectorielle,"1,0","50,0",2020-07-29
990015452150205516,Analyse vectorielle,"0,0","55,0",2020-10-09
990015452150205516,Analyse vectorielle,"1,0","21,0",2020-12-19
990015452150205516,Analyse vectorielle,"1,0","23,0",2020-12-21
990015452150205516,Analyse vectorielle,"0,0","42,0",2021-01-11
990015452150205516,Analyse vectorielle,"1,0","17,0",2021-02-28
990015452150205516,Analyse vectorielle,"1,0","23,0",2021-03-02
990015452150205516,Analyse vectorielle,"1,0","54,0",2021-03-08
990015452150205516,Analyse vectorielle,"1,0","56,0",2021-06-14
990015452150205516,Analyse vectorielle,"1,0","33,0",2021-08-30
990015452150205516,Analyse vectorielle,"1,0","49,0",2021-09-15
990015452150205516,Analyse vectorielle,"1,0","25,0",2021-09-26
990015452150205516,Analyse vectorielle,"1,0","28,0",2021-11-08
990015452150205516,Analyse vectorielle,"1,0","56,0",2021-12-07
990015452150205516,Analyse vectorielle,"1,0","3,0",2022-02-14
990015452150205516,Analyse vectorielle,"1,0","25,0",2022-02-16
990015452150205516,Analyse vectorielle,"1,0","13,0",2022-03-03
990015452510205516,Mécanique générale,"0,0","32,0",2014-12-11
990015452510205516,Mécanique générale,"1,0","28,0",2017-12-13
990015452510205516,Mécanique générale,"1,0","52,0",2018-01-08
990015452510205516,Mécanique générale,"1,0","42,0",2019-01-07
990015452510205516,Mécanique générale,"1,0","54,0",2019-01-24
990015452510205516,Mécanique générale,"1,0","55,0",2019-02-25
990015452510205516,Mécanique générale,"1,0","54,0",2020-10-19
990015452510205516,Mécanique générale,"1,0","56,0",2021-09-21
990015452510205516,Mécanique générale,"1,0","3,0",2021-10-02
990015452510205516,Mécanique générale,"1,0","59,0",2021-12-17
990015452510205516,Mécanique générale,"1,0","64,0",2021-12-20
990015452510205516,Mécanique générale,"3,0","129,0",2021-12-23
990015452510205516,Mécanique générale,"1,0","35,0",2021-12-26
990015452510205516,Mécanique générale,"1,0","34,0",2022-01-03
990015452510205516,Mécanique générale,"1,0","51,0",2022-01-27
990015452510205516,Mécanique générale,"1,0","41,0",2022-03-15
990015452880205516,Introduction au génie nucléaire,"1,0","14,0",2012-11-05
990015452880205516,Introduction au génie nucléaire,"1,0","32,0",2017-12-11
990015452880205516,Introduction au génie nucléaire,"1,0","30,0",2019-05-17
990015452880205516,Introduction au génie nucléaire,"1,0","15,0",2019-10-28
990015452880205516,Introduction au génie nucléaire,"2,0","63,0",2020-07-09
990015452880205516,Introduction au génie nucléaire,"0,0","25,0",2020-08-04
990015452880205516,Introduction au génie nucléaire,"0,0","24,0",2020-12-07
990015452880205516,Introduction au génie nucléaire,"1,0","30,0",2021-09-08
990015452880205516,Introduction au génie nucléaire,"1,0","21,0",2021-11-02
990015452880205516,Introduction au génie nucléaire,"1,0","10,0",2021-12-06
990015452880205516,Introduction au génie nucléaire,"1,0","17,0",2022-02-16
990015452880205516,Introduction au génie nucléaire,"1,0","11,0",2022-02-23
990015452880205516,Introduction au génie nucléaire,"1,0","17,0",2022-03-01
990015591100205516,Die Architektur der Moderne eine kritische Baugeschichte,"1,0","0,0",
990015591100205516,Die Architektur der Moderne eine kritische Baugeschichte,"1,0","64,0",2018-10-19
990015700840205516,Physical ceramics principles for ceramic science and engineering,"1,0","25,0",2013-07-19
990015700840205516,Physical ceramics principles for ceramic science and engineering,"1,0","19,0",2020-07-13
990015700840205516,Physical ceramics principles for ceramic science and engineering,"1,0","12,0",2021-04-28
990015764460205516,Systèmes de mesure,"1,0","0,0",
990015764460205516,Systèmes de mesure,"0,0","33,0",2012-02-01
990015764460205516,Systèmes de mesure,"0,0","48,0",2013-05-28
990015764460205516,Systèmes de mesure,"1,0","18,0",2016-01-27
990015764460205516,Systèmes de mesure,"0,0","17,0",2016-12-21
990015764460205516,Systèmes de mesure,"1,0","12,0",2016-12-23
990015764460205516,Systèmes de mesure,"1,0","41,0",2017-03-03
990015764460205516,Systèmes de mesure,"1,0","11,0",2017-05-24
990015764460205516,Systèmes de mesure,"1,0","17,0",2018-09-24
990015764460205516,Systèmes de mesure,"1,0","14,0",2020-06-29
990015764460205516,Systèmes de mesure,"1,0","21,0",2020-07-13
990015790070205516,Electron energy-loss spectroscopy in the electron microscope,"1,0","15,0",2011-08-03
990015790070205516,Electron energy-loss spectroscopy in the electron microscope,"1,0","11,0",2012-01-11
990015790070205516,Electron energy-loss spectroscopy in the electron microscope,"1,0","17,0",2017-10-27
990015790070205516,Electron energy-loss spectroscopy in the electron microscope,"1,0","7,0",2021-01-11
990015878170205516,Nonlinear systems,"1,0","13,0",2001-01-19
990015878170205516,Nonlinear systems,"1,0","33,0",2017-01-20
990015878170205516,Nonlinear systems,"1,0","20,0",2018-11-09
990015878170205516,Nonlinear systems,"1,0","25,0",2019-01-31
990015878170205516,Nonlinear systems,"1,0","27,0",2019-08-06
990015878170205516,Nonlinear systems,"1,0","40,0",2019-10-07
990015903320205516,-,"0,0","12,0",2015-04-15
990016024050205516,Analyse vectorielle cours et problèmes,"1,0","38,0",2014-01-15
990016024050205516,Analyse vectorielle cours et problèmes,"1,0","35,0",2015-01-28
990016024050205516,Analyse vectorielle cours et problèmes,"1,0","44,0",2016-11-07
990016024050205516,Analyse vectorielle cours et problèmes,"1,0","42,0",2016-11-28
990016024050205516,Analyse vectorielle cours et problèmes,"1,0","31,0",2022-02-06
990016112820205516,C - a software engineering approach,"1,0","0,0",
990016112820205516,C - a software engineering approach,"1,0","33,0",2015-02-25
990016112820205516,C - a software engineering approach,"1,0","10,0",2021-05-11
990016112820205516,C - a software engineering approach,"1,0","25,0",2022-01-21
990016143360205516,Algebraic curves and Riemann surfaces,"2,0","0,0",
990016143360205516,Algebraic curves and Riemann surfaces,"1,0","11,0",2018-02-02
990016143360205516,Algebraic curves and Riemann surfaces,"1,0","8,0",2019-01-29
990016143800205516,Complex algebraic surfaces,"3,0","0,0",
